user_id,event_name,event_time,platform,acquisition_source
81,signup,6/26/2025,android,paid
35,purchase,5/20/2025,android,paid
176,purchase,3/12/2025,ios,paid
97,purchase,12/6/2025,web,referral
76,purchase,2/4/2025,web,referral
129,login,6/9/2025,ios,seo
3,activate,1/31/2025,web,paid
39,purchase,7/17/2025,ios,organic
7,login,5/29/2025,android,paid
150,signup,4/6/2025,ios,paid
153,activate,3/22/2025,ios,referral
168,signup,1/29/2025,android,seo
90,login,5/2/2025,android,referral
180,purchase,4/20/2025,web,organic
14,signup,7/4/2025,web,organic
54,activate,1/15/2026,android,seo
15,login,8/17/2025,ios,paid
195,purchase,4/1/2025,web,seo
149,signup,12/8/2025,android,referral
81,purchase,4/16/2025,ios,paid
12,login,8/23/2025,ios,paid
88,activate,8/31/2025,web,paid
45,activate,10/9/2025,android,seo
50,purchase,2/12/2025,android,organic
181,login,10/3/2025,web,seo
19,login,4/8/2025,web,referral
62,signup,7/21/2025,android,seo
3,activate,11/4/2025,android,referral
136,login,4/29/2025,web,paid
71,purchase,12/21/2025,android,referral
86,activate,4/16/2025,web,referral
149,login,9/25/2025,web,seo
33,purchase,8/22/2025,ios,seo
121,login,12/29/2025,android,referral
107,activate,3/18/2025,web,referral
130,activate,9/30/2025,ios,seo
80,signup,2/14/2025,android,referral
5,activate,7/11/2025,ios,organic
163,activate,6/8/2025,android,organic
182,activate,6/4/2025,web,referral
170,login,6/5/2025,android,referral
20,login,6/9/2025,web,referral
20,purchase,1/1/2026,ios,organic
127,login,2/4/2025,android,paid
109,activate,9/29/2025,web,organic
158,purchase,2/8/2025,android,paid
21,purchase,12/22/2025,web,seo
31,login,8/10/2025,ios,paid
189,purchase,10/5/2025,ios,paid
45,signup,1/8/2026,web,paid
167,activate,10/22/2025,ios,referral
30,login,8/15/2025,ios,referral
82,purchase,3/12/2025,android,referral
144,activate,4/17/2025,ios,referral
68,login,10/14/2025,android,referral
65,signup,7/16/2025,ios,referral
90,signup,12/2/2025,web,paid
171,signup,7/29/2025,web,referral
168,purchase,11/2/2025,web,paid
161,purchase,5/20/2025,ios,referral
13,purchase,12/2/2025,web,seo
146,purchase,8/22/2025,android,organic
58,activate,2/4/2025,web,paid
24,purchase,11/18/2025,android,seo
59,login,2/16/2025,ios,paid
20,purchase,12/2/2025,web,seo
73,login,7/25/2025,android,referral
135,activate,8/24/2025,ios,organic
154,purchase,4/23/2025,web,seo
41,login,6/5/2025,android,seo
99,login,2/5/2025,ios,referral
13,purchase,11/10/2025,android,seo
12,purchase,2/26/2025,ios,seo
53,purchase,4/12/2025,web,organic
195,activate,7/27/2025,android,referral
83,signup,4/12/2025,ios,organic
192,login,6/20/2025,ios,seo
116,signup,1/24/2025,ios,paid
194,signup,5/8/2025,web,organic
185,signup,2/10/2025,web,seo
185,activate,4/23/2025,ios,organic
57,activate,11/17/2025,android,paid
111,activate,11/22/2025,ios,seo
121,activate,8/17/2025,ios,paid
150,login,5/15/2025,web,paid
104,login,1/10/2026,web,seo
170,signup,5/6/2025,web,referral
73,signup,4/29/2025,web,organic
71,login,6/19/2025,android,paid
124,signup,10/23/2025,web,referral
143,signup,7/18/2025,android,organic
165,purchase,6/7/2025,ios,seo
12,login,8/13/2025,web,seo
63,signup,6/7/2025,web,seo
121,signup,2/11/2025,web,referral
2,login,8/5/2025,ios,seo
17,login,2/23/2025,ios,referral
19,signup,4/27/2025,android,seo
157,purchase,6/28/2025,android,referral
30,signup,1/14/2026,android,referral
189,login,6/24/2025,ios,seo
188,purchase,2/4/2025,ios,referral
66,signup,3/13/2025,web,referral
93,login,2/3/2025,web,organic
56,login,8/10/2025,android,referral
63,purchase,10/7/2025,ios,organic
15,login,8/21/2025,web,seo
84,activate,2/23/2025,android,seo
149,activate,5/22/2025,android,referral
14,login,6/22/2025,web,referral
83,login,9/24/2025,android,organic
189,purchase,12/26/2025,android,paid
144,activate,6/12/2025,ios,organic
198,activate,9/30/2025,android,organic
5,signup,5/3/2025,web,seo
72,activate,12/1/2025,android,seo
111,purchase,9/12/2025,web,organic
92,signup,2/6/2025,web,referral
104,activate,9/17/2025,ios,organic
95,activate,11/20/2025,ios,organic
161,purchase,5/6/2025,android,paid
39,signup,3/9/2025,ios,paid
48,activate,6/29/2025,ios,paid
89,signup,4/19/2025,web,paid
47,activate,8/11/2025,web,referral
75,login,7/26/2025,ios,organic
77,signup,4/10/2025,web,seo
53,login,7/13/2025,ios,paid
195,signup,11/24/2025,android,paid
151,purchase,2/15/2025,android,paid
61,purchase,11/20/2025,android,organic
118,purchase,7/6/2025,web,referral
118,signup,7/9/2025,android,seo
167,login,7/20/2025,ios,referral
110,signup,11/21/2025,ios,seo
169,purchase,11/3/2025,android,paid
93,purchase,12/17/2025,ios,organic
118,login,5/15/2025,ios,seo
39,login,1/30/2025,android,seo
59,signup,6/3/2025,web,seo
150,activate,6/21/2025,android,seo
191,purchase,8/22/2025,web,seo
66,purchase,9/28/2025,web,referral
73,activate,9/4/2025,web,seo
48,login,12/4/2025,ios,organic
105,login,3/19/2025,ios,paid
21,signup,6/27/2025,web,seo
154,signup,10/14/2025,web,organic
92,signup,11/22/2025,web,organic
73,purchase,4/16/2025,android,referral
182,login,12/15/2025,ios,organic
52,activate,1/22/2025,ios,organic
95,purchase,5/9/2025,android,organic
181,activate,10/15/2025,android,paid
110,login,7/13/2025,android,organic
52,activate,3/20/2025,web,referral
147,purchase,2/13/2025,web,seo
24,signup,2/15/2025,ios,seo
183,login,2/12/2025,ios,referral
23,login,6/18/2025,ios,referral
108,activate,3/10/2025,web,seo
12,signup,11/29/2025,android,paid
122,activate,10/22/2025,android,seo
196,login,7/1/2025,android,referral
172,purchase,1/2/2026,android,referral
180,purchase,12/15/2025,ios,referral
79,login,12/24/2025,web,paid
74,activate,11/4/2025,web,referral
47,purchase,3/20/2025,web,referral
141,activate,5/12/2025,android,organic
65,purchase,1/23/2025,android,referral
182,activate,8/20/2025,web,paid
93,login,11/14/2025,ios,paid
167,signup,8/16/2025,web,organic
113,login,8/25/2025,web,seo
109,signup,8/11/2025,web,paid
63,signup,4/16/2025,ios,referral
113,login,9/15/2025,web,organic
78,login,4/19/2025,web,organic
170,purchase,11/14/2025,web,referral
3,login,3/19/2025,web,paid
162,activate,8/22/2025,android,referral
43,activate,1/27/2025,web,seo
46,activate,12/22/2025,ios,paid
1,purchase,11/8/2025,android,organic
88,activate,7/6/2025,ios,seo
188,activate,11/23/2025,android,paid
57,activate,1/18/2026,web,seo
179,signup,4/5/2025,web,organic
100,activate,3/26/2025,web,referral
103,activate,7/25/2025,android,seo
138,activate,1/11/2026,ios,referral
62,purchase,4/18/2025,web,referral
57,purchase,8/5/2025,web,paid
185,activate,5/28/2025,android,referral
52,activate,4/13/2025,web,organic
187,activate,5/25/2025,ios,organic
38,login,1/19/2026,ios,referral
34,activate,2/13/2025,ios,organic
149,login,7/19/2025,ios,organic
121,purchase,7/20/2025,ios,referral
191,activate,3/21/2025,ios,paid
2,activate,12/24/2025,web,paid
39,signup,3/2/2025,android,referral
44,purchase,3/24/2025,ios,organic
105,login,9/10/2025,web,seo
30,activate,2/15/2025,ios,referral
162,signup,3/22/2025,ios,seo
174,purchase,5/3/2025,android,organic
104,purchase,10/16/2025,android,seo
176,login,8/28/2025,android,paid
190,purchase,2/12/2025,ios,organic
91,activate,8/14/2025,web,referral
7,activate,4/13/2025,web,referral
83,purchase,9/27/2025,android,referral
117,activate,7/18/2025,ios,organic
128,signup,4/9/2025,android,organic
152,signup,1/1/2026,web,paid
33,signup,7/26/2025,web,seo
46,activate,7/16/2025,ios,organic
125,login,12/21/2025,web,paid
196,activate,7/12/2025,ios,referral
160,signup,8/9/2025,android,seo
90,signup,3/29/2025,ios,seo
172,signup,7/26/2025,ios,paid
100,activate,4/2/2025,ios,organic
41,activate,11/8/2025,web,organic
11,login,9/25/2025,ios,organic
166,login,1/3/2026,ios,seo
107,activate,2/21/2025,ios,organic
38,signup,7/22/2025,web,seo
40,purchase,5/22/2025,ios,seo
180,activate,7/11/2025,android,paid
117,purchase,10/6/2025,android,seo
148,login,11/14/2025,ios,paid
49,purchase,8/4/2025,android,paid
39,signup,4/9/2025,android,seo
147,purchase,2/14/2025,ios,referral
192,activate,5/16/2025,ios,seo
3,signup,4/21/2025,ios,seo
50,signup,11/1/2025,ios,paid
37,activate,6/2/2025,ios,paid
63,signup,7/21/2025,web,paid
157,purchase,5/2/2025,android,organic
100,activate,8/12/2025,android,organic
185,activate,1/13/2026,ios,seo
169,purchase,3/22/2025,ios,seo
76,signup,4/1/2025,android,referral
88,signup,1/17/2026,ios,paid
34,login,9/25/2025,android,referral
23,purchase,2/27/2025,ios,seo
192,signup,5/17/2025,ios,organic
70,activate,7/27/2025,android,organic
142,signup,9/5/2025,android,referral
164,purchase,11/2/2025,web,seo
151,login,3/2/2025,android,referral
141,signup,6/7/2025,android,seo
106,signup,12/29/2025,android,organic
192,activate,10/9/2025,android,seo
169,activate,1/29/2025,android,organic
188,signup,4/2/2025,android,paid
125,purchase,8/6/2025,ios,seo
117,purchase,12/12/2025,ios,paid
13,activate,12/8/2025,android,paid
167,login,10/7/2025,web,organic
175,activate,11/30/2025,android,paid
176,login,2/16/2025,ios,paid
124,signup,9/11/2025,web,seo
69,signup,8/17/2025,ios,paid
56,signup,9/12/2025,web,seo
77,signup,1/8/2026,ios,seo
27,login,4/28/2025,ios,organic
25,activate,12/5/2025,ios,organic
133,login,12/13/2025,web,organic
149,login,1/13/2026,android,referral
97,login,1/14/2026,ios,paid
45,purchase,9/26/2025,web,referral
90,signup,5/15/2025,android,paid
73,purchase,11/25/2025,android,referral
194,login,6/26/2025,android,referral
51,signup,2/18/2025,web,seo
185,login,1/3/2026,ios,paid
32,purchase,6/16/2025,android,referral
12,activate,5/2/2025,web,seo
121,login,1/11/2026,web,referral
168,activate,3/10/2025,android,organic
57,signup,3/4/2025,android,paid
173,login,2/19/2025,web,seo
81,purchase,9/30/2025,android,paid
136,activate,4/19/2025,ios,paid
141,activate,3/20/2025,android,paid
192,activate,2/7/2025,ios,seo
196,signup,1/12/2026,ios,seo
154,signup,9/9/2025,ios,paid
166,purchase,5/31/2025,android,referral
112,signup,12/2/2025,ios,organic
170,activate,8/23/2025,ios,paid
111,signup,10/26/2025,android,paid
123,activate,3/31/2025,android,referral
74,purchase,10/11/2025,ios,paid
195,login,10/21/2025,ios,paid
160,login,5/22/2025,ios,referral
147,login,3/4/2025,ios,referral
24,purchase,12/14/2025,android,seo
27,login,1/4/2026,ios,seo
169,login,11/14/2025,android,referral
161,activate,10/4/2025,web,referral
174,purchase,7/4/2025,web,organic
165,activate,7/6/2025,android,paid
83,activate,9/8/2025,web,seo
63,purchase,10/13/2025,android,paid
189,activate,1/11/2026,android,referral
69,activate,6/14/2025,ios,paid
99,activate,8/21/2025,android,referral
21,signup,11/23/2025,android,referral
109,purchase,8/25/2025,ios,seo
91,purchase,12/4/2025,android,organic
3,login,5/5/2025,android,paid
162,activate,11/4/2025,ios,paid
1,login,7/20/2025,android,paid
189,activate,11/17/2025,android,referral
118,activate,6/12/2025,ios,organic
170,purchase,3/31/2025,android,organic
180,purchase,2/28/2025,web,paid
85,purchase,8/21/2025,ios,seo
180,login,11/18/2025,ios,seo
199,signup,11/28/2025,web,organic
65,signup,12/20/2025,web,seo
67,login,11/13/2025,ios,paid
99,login,9/22/2025,ios,referral
158,purchase,9/2/2025,web,referral
162,activate,3/30/2025,ios,organic
4,login,2/15/2025,ios,seo
173,purchase,6/3/2025,ios,referral
64,login,2/10/2025,ios,seo
97,login,10/20/2025,web,referral
122,purchase,3/20/2025,web,seo
189,purchase,3/29/2025,ios,referral
60,activate,2/7/2025,web,seo
9,purchase,11/5/2025,web,seo
79,login,1/1/2026,ios,paid
7,signup,12/7/2025,web,referral
185,login,11/10/2025,ios,paid
166,activate,8/27/2025,web,referral
169,login,1/13/2026,web,organic
167,purchase,1/20/2025,web,organic
29,purchase,8/18/2025,web,organic
185,activate,7/23/2025,ios,paid
100,signup,5/27/2025,android,seo
114,login,2/9/2025,android,seo
122,purchase,4/21/2025,web,paid
11,login,10/4/2025,android,organic
176,signup,12/26/2025,android,referral
47,purchase,4/11/2025,ios,organic
70,signup,12/7/2025,web,seo
177,login,5/6/2025,android,organic
19,signup,10/31/2025,web,paid
137,activate,11/2/2025,android,seo
12,signup,8/22/2025,ios,referral
118,signup,7/6/2025,web,referral
180,activate,3/17/2025,ios,seo
120,signup,8/31/2025,ios,organic
94,activate,3/29/2025,ios,organic
102,purchase,10/18/2025,web,seo
120,login,12/28/2025,ios,referral
193,login,3/27/2025,android,seo
155,login,12/11/2025,android,paid
127,purchase,8/11/2025,android,seo
3,activate,10/6/2025,android,seo
139,login,3/14/2025,android,referral
33,purchase,6/25/2025,ios,paid
129,activate,12/6/2025,ios,paid
60,login,2/18/2025,ios,seo
10,login,8/9/2025,ios,paid
157,login,7/10/2025,web,referral
18,signup,1/28/2025,web,paid
181,purchase,5/11/2025,ios,referral
58,login,3/17/2025,ios,organic
179,activate,4/6/2025,web,paid
153,login,6/18/2025,web,paid
81,activate,11/3/2025,android,seo
138,purchase,4/14/2025,web,organic
12,activate,5/19/2025,ios,referral
134,activate,2/7/2025,android,seo
199,signup,11/12/2025,ios,organic
152,signup,5/10/2025,web,referral
32,purchase,5/26/2025,android,referral
94,signup,6/22/2025,android,organic
99,signup,11/5/2025,android,seo
74,activate,12/20/2025,ios,paid
158,purchase,4/25/2025,ios,paid
136,signup,10/15/2025,android,referral
111,login,6/15/2025,android,organic
124,purchase,6/6/2025,web,seo
41,signup,1/20/2025,ios,paid
29,activate,3/20/2025,web,seo
124,purchase,1/12/2026,web,seo
187,activate,7/5/2025,web,paid
128,activate,6/27/2025,web,paid
196,purchase,7/27/2025,web,seo
182,login,4/3/2025,ios,referral
128,login,4/5/2025,web,referral
113,signup,11/2/2025,web,paid
127,signup,4/23/2025,web,organic
45,login,1/9/2026,web,seo
76,login,2/2/2025,web,paid
135,purchase,5/25/2025,web,referral
126,signup,4/1/2025,web,organic
93,login,9/19/2025,android,seo
177,login,10/28/2025,web,paid
83,purchase,1/31/2025,android,organic
1,purchase,8/20/2025,web,organic
93,purchase,12/21/2025,web,seo
121,activate,6/6/2025,web,referral
55,login,12/27/2025,web,paid
108,signup,1/23/2025,android,seo
4,purchase,7/11/2025,ios,seo
83,purchase,5/14/2025,ios,organic
172,login,2/18/2025,android,referral
13,purchase,5/27/2025,android,referral
105,purchase,1/5/2026,android,seo
152,login,3/7/2025,android,paid
168,login,4/19/2025,ios,seo
178,login,5/12/2025,android,referral
169,login,12/7/2025,android,paid
145,purchase,1/10/2026,web,referral
101,activate,1/29/2025,ios,seo
9,signup,1/30/2025,android,referral
138,purchase,9/24/2025,android,paid
130,signup,7/19/2025,web,referral
10,activate,5/19/2025,ios,paid
98,activate,2/3/2025,web,referral
158,purchase,10/31/2025,android,seo
82,purchase,2/28/2025,android,paid
26,signup,7/4/2025,web,paid
68,login,1/20/2025,android,seo
172,purchase,8/14/2025,android,organic
41,activate,1/12/2026,web,paid
127,purchase,3/11/2025,web,seo
159,login,8/30/2025,android,referral
183,signup,6/12/2025,ios,organic
138,login,9/7/2025,ios,referral
134,purchase,3/17/2025,android,organic
126,purchase,6/25/2025,web,paid
149,activate,9/6/2025,ios,organic
54,login,5/12/2025,ios,organic
73,purchase,4/22/2025,web,organic
18,activate,4/1/2025,ios,organic
114,signup,11/28/2025,ios,referral
9,signup,7/15/2025,web,seo
87,signup,1/23/2025,ios,seo
192,activate,6/13/2025,android,organic
9,purchase,2/17/2025,android,paid
170,signup,2/26/2025,android,organic
92,purchase,8/31/2025,android,paid
59,login,6/14/2025,ios,organic
39,login,6/24/2025,web,paid
29,activate,2/14/2025,ios,seo
2,signup,1/19/2026,web,referral
64,login,7/9/2025,ios,referral
194,login,8/25/2025,web,paid
181,login,3/1/2025,android,paid
17,login,12/13/2025,web,referral
2,activate,2/16/2025,ios,organic
50,purchase,11/10/2025,android,paid
198,login,10/7/2025,web,referral
199,purchase,7/3/2025,ios,paid
176,login,10/12/2025,android,referral
148,activate,3/18/2025,web,seo
161,signup,11/6/2025,web,seo
54,activate,11/18/2025,web,seo
178,signup,10/20/2025,ios,referral
191,login,4/14/2025,ios,paid
24,activate,1/24/2025,web,organic
88,activate,4/4/2025,android,seo
169,login,3/24/2025,android,paid
173,signup,5/19/2025,web,organic
156,signup,1/24/2025,web,paid
138,login,12/21/2025,web,organic
188,activate,11/22/2025,ios,referral
183,login,4/20/2025,ios,referral
143,login,10/6/2025,android,paid
162,activate,10/7/2025,web,seo
142,signup,9/11/2025,web,referral
14,signup,10/16/2025,ios,seo
111,purchase,5/28/2025,web,organic
94,activate,10/15/2025,web,organic
150,purchase,8/9/2025,ios,seo
8,activate,5/11/2025,web,paid
141,purchase,1/5/2026,android,organic
52,purchase,5/2/2025,ios,organic
192,login,8/14/2025,android,seo
165,activate,5/5/2025,android,seo
28,login,2/16/2025,android,organic
25,purchase,3/30/2025,web,referral
153,signup,10/11/2025,web,referral
168,signup,12/17/2025,android,seo
186,signup,5/16/2025,android,paid
97,login,8/11/2025,android,seo
123,signup,1/19/2026,ios,organic
198,activate,9/27/2025,android,seo
4,signup,9/16/2025,ios,referral
153,login,9/5/2025,android,referral
100,activate,8/8/2025,android,paid
25,purchase,8/23/2025,ios,paid
175,purchase,10/25/2025,ios,paid
178,activate,5/29/2025,ios,referral
152,login,3/25/2025,android,seo
78,activate,5/7/2025,ios,organic
128,purchase,7/29/2025,ios,paid
16,signup,7/8/2025,android,referral
105,activate,4/21/2025,android,organic
157,signup,12/27/2025,ios,paid
18,activate,1/27/2025,ios,referral
8,login,10/11/2025,android,seo
53,purchase,2/5/2025,ios,referral
80,purchase,10/3/2025,ios,seo
22,signup,7/2/2025,android,seo
87,login,5/21/2025,ios,referral
85,signup,7/11/2025,web,organic
55,purchase,6/24/2025,ios,seo
190,signup,6/26/2025,web,referral
195,login,7/16/2025,android,paid
61,signup,7/22/2025,android,paid
177,login,6/11/2025,ios,seo
140,activate,12/24/2025,ios,organic
41,activate,6/23/2025,android,seo
184,activate,8/16/2025,android,seo
93,login,6/10/2025,android,seo
175,purchase,5/16/2025,android,paid
62,activate,6/28/2025,ios,referral
112,login,8/25/2025,ios,paid
154,activate,3/11/2025,ios,seo
14,activate,3/20/2025,web,referral
54,signup,4/22/2025,ios,referral
166,purchase,12/8/2025,web,seo
57,purchase,12/3/2025,web,referral
195,purchase,6/27/2025,web,seo
37,login,10/16/2025,web,paid
29,purchase,8/19/2025,android,organic
90,activate,3/21/2025,android,referral
53,login,8/21/2025,android,seo
18,signup,9/30/2025,ios,organic
12,login,8/31/2025,android,referral
79,activate,11/6/2025,web,referral
151,purchase,6/24/2025,ios,seo
90,activate,1/30/2025,web,organic
151,login,5/3/2025,ios,organic
120,signup,6/3/2025,ios,referral
111,purchase,11/24/2025,ios,referral
111,activate,10/25/2025,web,referral
72,login,12/13/2025,web,seo
56,signup,9/27/2025,web,organic
57,signup,3/3/2025,web,paid
158,purchase,7/28/2025,ios,organic
160,purchase,1/11/2026,web,seo
17,activate,3/23/2025,ios,seo
79,purchase,4/6/2025,android,seo
181,purchase,3/26/2025,web,referral
37,signup,11/8/2025,ios,paid
34,purchase,10/9/2025,web,paid
41,purchase,5/30/2025,android,paid
62,purchase,2/18/2025,web,referral
134,purchase,1/26/2025,ios,seo
113,signup,12/29/2025,android,seo
130,activate,2/16/2025,android,seo
110,purchase,2/6/2025,web,seo
129,login,8/6/2025,web,seo
128,signup,5/3/2025,android,seo
10,purchase,7/4/2025,android,seo
114,login,11/23/2025,web,referral
85,purchase,1/2/2026,android,paid
154,purchase,4/25/2025,ios,seo
122,signup,9/20/2025,web,referral
129,login,10/6/2025,web,referral
127,purchase,8/18/2025,ios,seo
23,purchase,12/8/2025,ios,referral
167,signup,5/16/2025,android,referral
107,activate,6/9/2025,ios,seo
153,signup,10/19/2025,web,referral
8,activate,12/29/2025,web,paid
116,signup,10/16/2025,android,paid
140,login,4/4/2025,android,referral
183,purchase,7/28/2025,android,paid
24,login,8/27/2025,ios,referral
152,activate,9/5/2025,ios,organic
151,signup,8/2/2025,android,seo
73,activate,10/22/2025,android,seo
63,activate,10/25/2025,ios,paid
82,login,9/13/2025,web,seo
153,activate,12/6/2025,android,organic
172,activate,9/16/2025,web,referral
123,activate,3/4/2025,android,paid
191,login,9/25/2025,web,referral
164,activate,12/31/2025,web,referral
80,signup,1/26/2025,web,organic
113,purchase,12/9/2025,android,organic
5,login,12/19/2025,android,paid
177,login,7/12/2025,ios,seo
24,activate,3/9/2025,android,paid
133,login,6/8/2025,ios,organic
139,signup,9/2/2025,ios,seo
16,login,10/1/2025,web,seo
133,login,7/8/2025,ios,seo
21,purchase,11/10/2025,web,referral
129,login,9/27/2025,ios,organic
9,login,5/8/2025,android,paid
150,activate,5/18/2025,web,organic
24,signup,2/5/2025,web,paid
92,login,10/25/2025,web,referral
14,activate,4/2/2025,web,referral
191,login,7/18/2025,ios,organic
193,activate,6/19/2025,android,organic
167,purchase,1/5/2026,web,referral
113,activate,5/29/2025,web,paid
150,signup,7/8/2025,android,referral
2,signup,6/18/2025,android,paid
197,signup,3/7/2025,web,referral
166,login,2/20/2025,web,paid
187,purchase,6/8/2025,web,seo
189,login,2/6/2025,web,seo
116,activate,6/4/2025,web,organic
113,signup,3/27/2025,ios,organic
74,purchase,6/22/2025,android,organic
108,signup,6/5/2025,ios,referral
132,activate,5/3/2025,web,seo
103,activate,3/3/2025,web,paid
58,signup,8/17/2025,ios,referral
192,login,11/4/2025,android,referral
108,purchase,11/12/2025,android,referral
77,purchase,2/19/2025,android,organic
44,signup,8/25/2025,android,referral
117,login,6/7/2025,android,seo
148,login,9/12/2025,ios,seo
54,signup,7/4/2025,web,seo
184,signup,2/12/2025,ios,organic
170,login,11/16/2025,android,seo
37,activate,3/30/2025,android,organic
10,login,12/16/2025,android,seo
151,signup,1/3/2026,ios,organic
189,purchase,4/16/2025,web,seo
29,login,4/28/2025,ios,paid
100,login,6/14/2025,android,seo
138,activate,2/6/2025,android,paid
44,login,10/9/2025,ios,referral
82,purchase,6/5/2025,android,paid
140,login,10/27/2025,ios,referral
103,login,3/22/2025,web,seo
110,signup,9/14/2025,android,paid
8,activate,10/6/2025,ios,referral
68,login,1/9/2026,android,organic
154,purchase,11/3/2025,ios,referral
181,activate,3/10/2025,android,referral
194,purchase,1/31/2025,android,referral
59,signup,8/16/2025,web,organic
117,activate,1/26/2025,android,seo
31,purchase,2/7/2025,ios,referral
180,purchase,1/12/2026,web,seo
177,purchase,6/25/2025,ios,paid
37,purchase,3/8/2025,android,organic
68,purchase,7/10/2025,android,organic
131,login,10/9/2025,android,seo
113,login,1/25/2025,ios,organic
194,purchase,8/2/2025,ios,organic
121,signup,2/8/2025,android,paid
41,signup,12/29/2025,ios,referral
120,login,8/10/2025,web,paid
88,purchase,10/24/2025,android,paid
15,signup,5/19/2025,android,referral
102,signup,2/28/2025,ios,paid
48,login,12/5/2025,android,organic
12,purchase,11/13/2025,android,paid
90,signup,6/24/2025,android,paid
64,login,6/18/2025,android,referral
142,signup,12/7/2025,web,paid
179,purchase,7/28/2025,web,seo
54,purchase,8/27/2025,android,organic
139,login,5/12/2025,ios,organic
40,purchase,12/1/2025,web,referral
93,signup,11/18/2025,ios,organic
97,activate,2/12/2025,web,paid
133,purchase,5/30/2025,android,referral
19,activate,9/19/2025,ios,organic
53,signup,5/6/2025,ios,referral
23,signup,10/14/2025,ios,seo
40,activate,2/4/2025,web,seo
12,login,12/25/2025,ios,paid
62,purchase,1/31/2025,ios,paid
2,login,12/17/2025,android,seo
149,activate,12/28/2025,ios,paid
147,login,5/28/2025,web,paid
47,signup,12/16/2025,web,referral
53,login,4/4/2025,web,referral
140,purchase,8/31/2025,ios,referral
65,activate,4/28/2025,ios,paid
77,login,8/20/2025,ios,seo
48,activate,2/3/2025,web,seo
